Date,Time,CO(GT),NMHC(GT),C6H6(GT),NOx(GT),NO2(GT),T,RH,AH,Hour,DayOfWeek,Month,CO(GT)_lag1,CO(GT)_lag24,NMHC(GT)_lag1,NMHC(GT)_lag24,C6H6(GT)_lag1,C6H6(GT)_lag24,NOx(GT)_lag1,NOx(GT)_lag24,NO2(GT)_lag1,NO2(GT)_lag24
2004-06-01,1:00:00,0.26,275.0,2.9,17.0,23.0,19.6,68.4,1.5443,1.0,1.0,6.0,0.3,0.3,275.0,275.0,4.7,4.8,46.0,27.0,45.0,46.0
2004-06-01,2:00:00,0.22,275.0,2.0,18.0,26.0,18.0,76.4,1.5608,2.0,1.0,6.0,0.26,0.33999999999999997,275.0,275.0,2.9,2.1,17.0,4.0,23.0,8.0
2004-06-01,3:00:00,0.18,275.0,1.1,17.0,25.0,17.3,77.2,1.5104,3.0,1.0,6.0,0.22,0.38,275.0,275.0,2.0,1.4,18.0,11.5,26.0,20.0
2004-06-01,4:00:00,0.14,275.0,1.3,16.0,24.0,16.5,82.3,1.5318,4.0,1.0,6.0,0.18,0.42,275.0,275.0,1.1,1.3,17.0,19.0,25.0,32.0
2004-06-01,5:00:00,0.1,275.0,2.4,39.0,41.0,16.8,81.3,1.5452,5.0,1.0,6.0,0.14,0.45999999999999996,275.0,275.0,1.3,2.3,16.0,48.0,24.0,57.0
2004-06-01,6:00:00,0.3,275.0,6.1,107.0,65.0,17.3,78.6,1.5412,6.0,1.0,6.0,0.1,0.5,275.0,275.0,2.4,6.5,39.0,82.0,41.0,60.0
2004-06-01,7:00:00,1.4,275.0,12.5,190.0,94.0,16.9,80.9,1.5472,7.0,1.0,6.0,0.3,1.6,275.0,275.0,6.1,14.2,107.0,167.0,65.0,83.0
2004-06-01,8:00:00,2.7,275.0,19.5,236.0,100.0,17.1,79.8,1.542,8.0,1.0,6.0,1.4,3.6,275.0,275.0,12.5,22.7,190.0,248.0,94.0,129.0
2004-06-01,9:00:00,2.3,275.0,15.2,227.0,103.0,18.5,70.3,1.4826,9.0,1.0,6.0,2.7,2.2,275.0,275.0,19.5,16.3,236.0,213.0,100.0,137.0
2004-06-01,10:00:00,1.8,275.0,12.0,211.0,89.0,19.6,66.7,1.5023,10.0,1.0,6.0,2.3,1.6,275.0,275.0,15.2,14.1,227.0,161.0,103.0,121.0
2004-06-01,11:00:00,1.6,275.0,12.4,201.0,86.0,20.4,63.1,1.4969,11.0,1.0,6.0,1.8,1.4,275.0,275.0,12.0,12.6,211.0,144.0,89.0,123.0
2004-06-01,12:00:00,1.9,275.0,15.9,191.0,89.0,21.6,61.8,1.5775,12.0,1.0,6.0,1.6,1.4,275.0,275.0,12.4,13.1,201.0,127.0,86.0,120.0
2004-06-01,13:00:00,2.5,275.0,15.7,192.0,88.0,24.0,49.3,1.4509,13.0,1.0,6.0,1.9,1.5,275.0,275.0,15.9,14.2,191.0,116.0,89.0,119.0
2004-06-01,14:00:00,1.6,275.0,13.5,143.0,73.0,25.7,43.8,1.4262,14.0,1.0,6.0,2.5,1.3,275.0,275.0,15.7,13.8,192.0,124.0,88.0,121.0
2004-06-01,15:00:00,1.5,275.0,12.4,148.0,78.0,24.6,47.5,1.4487,15.0,1.0,6.0,1.6,1.2,275.0,275.0,13.5,12.1,143.0,115.0,73.0,111.0
2004-06-01,16:00:00,2.5,275.0,17.1,183.0,95.0,24.8,47.4,1.4628,16.0,1.0,6.0,1.5,1.8,275.0,275.0,12.4,15.7,148.0,150.0,78.0,128.0
2004-06-01,17:00:00,3.6,275.0,22.0,216.0,109.0,23.7,50.5,1.4636,17.0,1.0,6.0,2.5,3.0,275.0,275.0,17.1,21.4,183.0,221.0,95.0,159.0
2004-06-01,18:00:00,3.5,275.0,19.9,184.0,95.0,23.0,53.8,1.4968,18.0,1.0,6.0,3.6,3.5,275.0,275.0,22.0,25.0,216.0,227.0,109.0,161.0
2004-06-01,19:00:00,4.8,275.0,27.9,248.0,101.0,21.5,65.8,1.6688,19.0,1.0,6.0,3.5,2.4,275.0,275.0,19.9,16.6,184.0,156.0,95.0,116.0
2004-06-01,20:00:00,3.7,275.0,19.7,221.0,88.0,21.0,66.9,1.6436,20.0,1.0,6.0,4.8,1.1,275.0,275.0,27.9,10.7,248.0,97.0,101.0,96.0
2004-06-01,21:00:00,2.1,275.0,15.7,159.0,77.0,20.6,68.1,1.6329,21.0,1.0,6.0,3.7,0.8,275.0,275.0,19.7,7.5,221.0,78.0,88.0,69.0
2004-06-01,22:00:00,1.6,275.0,12.0,136.0,75.0,20.5,66.9,1.5914,22.0,1.0,6.0,2.1,0.4,275.0,275.0,15.7,5.3,159.0,60.0,77.0,58.0
2004-06-01,23:00:00,2.2,275.0,13.1,168.0,81.0,20.2,65.2,1.5251,23.0,1.0,6.0,1.6,0.6,275.0,275.0,12.0,6.5,136.0,61.0,75.0,59.0
2004-06-02,0:00:00,0.8,275.0,9.2,95.0,57.0,19.5,68.0,1.5269,0.0,2.0,6.0,2.2,0.3,275.0,275.0,13.1,4.7,168.0,46.0,81.0,45.0
2004-06-02,1:00:00,0.8296875,275.0,7.5,70.0,49.0,19.9,66.4,1.5203,1.0,2.0,6.0,0.8,0.26,275.0,275.0,9.2,2.9,95.0,17.0,57.0,23.0
2004-06-02,2:00:00,0.859375,275.0,4.9,43.0,38.0,19.1,69.0,1.5043,2.0,2.0,6.0,0.8296875,0.22,275.0,275.0,7.5,2.0,70.0,18.0,49.0,26.0
2004-06-02,3:00:00,0.8890625000000001,275.0,5.2,36.5,34.5,18.5,70.7,1.4962,3.0,2.0,6.0,0.859375,0.18,275.0,275.0,4.9,1.1,43.0,17.0,38.0,25.0
2004-06-02,4:00:00,0.9187500000000001,275.0,3.2,30.0,31.0,18.9,67.8,1.4689,4.0,2.0,6.0,0.8890625000000001,0.14,275.0,275.0,5.2,1.3,36.5,16.0,34.5,24.0
2004-06-02,5:00:00,0.9484375,275.0,2.4,22.0,23.0,20.0,63.7,1.4742,5.0,2.0,6.0,0.9187500000000001,0.1,275.0,275.0,3.2,2.4,30.0,39.0,31.0,41.0
2004-06-02,6:00:00,0.978125,275.0,2.8,25.0,22.0,19.8,64.7,1.4769,6.0,2.0,6.0,0.9484375,0.3,275.0,275.0,2.4,6.1,22.0,107.0,23.0,65.0
2004-06-02,7:00:00,1.0078125,275.0,3.9,48.0,33.0,19.7,65.3,1.4843,7.0,2.0,6.0,0.978125,1.4,275.0,275.0,2.8,12.5,25.0,190.0,22.0,94.0
2004-06-02,8:00:00,1.0375,275.0,6.9,73.0,43.0,20.8,62.0,1.5002,8.0,2.0,6.0,1.0078125,2.7,275.0,275.0,3.9,19.5,48.0,236.0,33.0,100.0
2004-06-02,9:00:00,1.0671875000000002,275.0,8.5,95.0,53.0,22.2,56.6,1.4973,9.0,2.0,6.0,1.0375,2.3,275.0,275.0,6.9,15.2,73.0,227.0,43.0,103.0
2004-06-02,10:00:00,1.096875,275.0,8.9,86.0,54.0,24.3,49.0,1.4724,10.0,2.0,6.0,1.0671875000000002,1.8,275.0,275.0,8.5,12.0,95.0,211.0,53.0,89.0
2004-06-02,11:00:00,1.1265625000000001,275.0,8.8,102.0,62.0,25.0,46.5,1.4492,11.0,2.0,6.0,1.096875,1.6,275.0,275.0,8.9,12.4,86.0,201.0,54.0,86.0
2004-06-02,12:00:00,1.15625,275.0,7.4,80.0,53.0,28.9,34.8,1.3603,12.0,2.0,6.0,1.1265625000000001,1.9,275.0,275.0,8.8,15.9,102.0,191.0,62.0,89.0
2004-06-02,13:00:00,1.1859375,275.0,4.7,36.0,34.0,29.6,33.4,1.3581,13.0,2.0,6.0,1.15625,2.5,275.0,275.0,7.4,15.7,80.0,192.0,53.0,88.0
2004-06-02,14:00:00,1.2156250000000002,275.0,4.8,32.0,30.0,30.9,30.7,1.3493,14.0,2.0,6.0,1.1859375,1.6,275.0,275.0,4.7,13.5,36.0,143.0,34.0,73.0
2004-06-02,15:00:00,1.2453125,275.0,6.8,46.0,37.0,31.8,31.0,1.4286,15.0,2.0,6.0,1.2156250000000002,1.5,275.0,275.0,4.8,12.4,32.0,148.0,30.0,78.0
2004-06-02,16:00:00,1.2750000000000001,275.0,8.9,61.0,47.0,31.4,31.2,1.4127,16.0,2.0,6.0,1.2453125,2.5,275.0,275.0,6.8,17.1,46.0,183.0,37.0,95.0
2004-06-02,17:00:00,1.3046875,275.0,8.1,59.0,44.0,28.9,35.7,1.3985,17.0,2.0,6.0,1.2750000000000001,3.6,275.0,275.0,8.9,22.0,61.0,216.0,47.0,109.0
2004-06-02,18:00:00,1.334375,275.0,10.5,76.0,53.0,27.2,42.5,1.5135,18.0,2.0,6.0,1.3046875,3.5,275.0,275.0,8.1,19.9,59.0,184.0,44.0,95.0
2004-06-02,19:00:00,1.3640625000000002,275.0,14.8,145.0,88.0,26.2,46.4,1.5573,19.0,2.0,6.0,1.334375,4.8,275.0,275.0,10.5,27.9,76.0,248.0,53.0,101.0
2004-06-02,20:00:00,1.39375,275.0,11.8,140.0,95.0,24.5,51.0,1.5454,20.0,2.0,6.0,1.3640625000000002,3.7,275.0,275.0,14.8,19.7,145.0,221.0,88.0,88.0
2004-06-02,21:00:00,1.4234375000000001,275.0,8.7,102.0,82.0,22.8,56.1,1.5353,21.0,2.0,6.0,1.39375,2.1,275.0,275.0,11.8,15.7,140.0,159.0,95.0,77.0
2004-06-02,22:00:00,1.453125,275.0,8.7,89.0,59.0,21.9,60.9,1.5799,22.0,2.0,6.0,1.4234375000000001,1.6,275.0,275.0,8.7,12.0,102.0,136.0,82.0,75.0
2004-06-02,23:00:00,1.4828125,275.0,6.9,62.0,43.0,21.7,61.0,1.5617,23.0,2.0,6.0,1.453125,2.2,275.0,275.0,8.7,13.1,89.0,168.0,59.0,81.0
2004-06-03,0:00:00,1.5125000000000002,275.0,7.3,69.0,51.0,20.8,64.8,1.568,0.0,3.0,6.0,1.4828125,0.8,275.0,275.0,6.9,9.2,62.0,95.0,43.0,57.0
2004-06-03,1:00:00,1.5421875,275.0,6.9,63.0,49.0,20.3,70.9,1.6699,1.0,3.0,6.0,1.5125000000000002,0.8296875,275.0,275.0,7.3,7.5,69.0,70.0,51.0,49.0
2004-06-03,2:00:00,1.5718750000000001,275.0,4.6,31.0,36.0,18.9,79.0,1.704,2.0,3.0,6.0,1.5421875,0.859375,275.0,275.0,6.9,4.9,63.0,43.0,49.0,38.0
2004-06-03,3:00:00,1.6015625,275.0,1.3,24.0,30.0,18.1,64.6,1.3276,3.0,3.0,6.0,1.5718750000000001,0.8890625000000001,275.0,275.0,4.6,5.2,31.0,36.5,36.0,34.5
2004-06-03,4:00:00,1.63125,275.0,1.7,17.0,24.0,18.6,64.5,1.3655,4.0,3.0,6.0,1.6015625,0.9187500000000001,275.0,275.0,1.3,3.2,24.0,30.0,30.0,31.0
2004-06-03,5:00:00,1.6609375000000002,275.0,3.2,61.0,58.0,17.6,67.4,1.346,5.0,3.0,6.0,1.63125,0.9484375,275.0,275.0,1.7,2.4,17.0,22.0,24.0,23.0
2004-06-03,6:00:00,1.6906250000000003,275.0,10.1,184.0,73.0,17.6,67.6,1.3479,6.0,3.0,6.0,1.6609375000000002,0.978125,275.0,275.0,3.2,2.8,61.0,25.0,58.0,22.0
2004-06-03,7:00:00,1.7203125000000001,275.0,19.9,248.0,74.0,19.0,61.7,1.3393,7.0,3.0,6.0,1.6906250000000003,1.0078125,275.0,275.0,10.1,3.9,184.0,48.0,73.0,33.0
2004-06-03,8:00:00,1.75,275.0,20.2,220.0,97.0,20.0,57.4,1.3268,8.0,3.0,6.0,1.7203125000000001,1.0375,275.0,275.0,19.9,6.9,248.0,73.0,74.0,43.0
2004-06-03,9:00:00,1.7796875,275.0,20.8,243.0,108.0,22.6,45.9,1.2418,9.0,3.0,6.0,1.75,1.0671875000000002,275.0,275.0,20.2,8.5,220.0,95.0,97.0,53.0
2004-06-03,10:00:00,1.8093750000000002,275.0,15.1,164.0,93.0,27.3,34.3,1.2284,10.0,3.0,6.0,1.7796875,1.096875,275.0,275.0,20.8,8.9,243.0,86.0,108.0,54.0
2004-06-03,11:00:00,1.8390625,275.0,10.9,160.97619047619048,92.28571428571429,27.4,31.0,1.1184,11.0,3.0,6.0,1.8093750000000002,1.1265625000000001,275.0,275.0,15.1,8.8,164.0,102.0,93.0,62.0
2004-06-03,12:00:00,1.8687500000000001,275.0,11.1,157.95238095238096,91.57142857142857,26.2,33.6,1.1244,12.0,3.0,6.0,1.8390625,1.15625,275.0,275.0,10.9,7.4,160.97619047619048,80.0,92.28571428571429,53.0
2004-06-03,13:00:00,1.8984375000000002,275.0,12.1,154.92857142857142,90.85714285714286,26.8,32.4,1.1263,13.0,3.0,6.0,1.8687500000000001,1.1859375,275.0,275.0,11.1,4.7,157.95238095238096,36.0,91.57142857142857,34.0
2004-06-03,14:00:00,1.928125,275.0,8.6,151.9047619047619,90.14285714285714,28.7,27.7,1.071,14.0,3.0,6.0,1.8984375000000002,1.2156250000000002,275.0,275.0,12.1,4.8,154.92857142857142,32.0,90.85714285714286,30.0
2004-06-03,15:00:00,1.9578125000000002,275.0,9.7,148.88095238095238,89.42857142857143,28.7,25.0,0.9684,15.0,3.0,6.0,1.928125,1.2453125,275.0,275.0,8.6,6.8,151.9047619047619,46.0,90.14285714285714,37.0
2004-06-03,16:00:00,1.9875,275.0,11.0,145.85714285714286,88.71428571428571,29.1,22.3,0.8811,16.0,3.0,6.0,1.9578125000000002,1.2750000000000001,275.0,275.0,9.7,8.9,148.88095238095238,61.0,89.42857142857143,47.0
2004-06-03,17:00:00,2.0171875000000004,275.0,16.6,142.83333333333334,88.0,29.0,24.5,0.9655,17.0,3.0,6.0,1.9875,1.3046875,275.0,275.0,11.0,8.1,145.85714285714286,59.0,88.71428571428571,44.0
2004-06-03,18:00:00,2.046875,275.0,14.7,139.8095238095238,87.28571428571429,27.2,28.3,1.0016,18.0,3.0,6.0,2.0171875000000004,1.334375,275.0,275.0,16.6,10.5,142.83333333333334,76.0,88.0,53.0
2004-06-03,19:00:00,2.0765625,275.0,19.5,136.78571428571428,86.57142857142857,25.3,30.0,0.952,19.0,3.0,6.0,2.046875,1.3640625000000002,275.0,275.0,14.7,14.8,139.8095238095238,145.0,87.28571428571429,88.0
2004-06-03,20:00:00,2.10625,275.0,14.5,133.76190476190476,85.85714285714286,24.1,34.8,1.0333,20.0,3.0,6.0,2.0765625,1.39375,275.0,275.0,19.5,11.8,136.78571428571428,140.0,86.57142857142857,95.0
2004-06-03,21:00:00,2.1359375,275.0,7.8,130.73809523809524,85.14285714285714,23.0,43.1,1.1993,21.0,3.0,6.0,2.10625,1.4234375000000001,275.0,275.0,14.5,8.7,133.76190476190476,102.0,85.85714285714286,82.0
2004-06-03,22:00:00,2.1656250000000004,275.0,7.8,127.71428571428572,84.42857142857143,22.1,43.9,1.1521,22.0,3.0,6.0,2.1359375,1.453125,275.0,275.0,7.8,8.7,130.73809523809524,89.0,85.14285714285714,59.0
2004-06-03,23:00:00,2.1953125,275.0,7.8,124.69047619047619,83.71428571428571,21.0,48.1,1.178,23.0,3.0,6.0,2.1656250000000004,1.4828125,275.0,275.0,7.8,6.9,127.71428571428572,62.0,84.42857142857143,43.0
2004-06-04,0:00:00,2.225,275.0,8.5,121.66666666666667,83.0,20.6,49.2,1.1754,0.0,4.0,6.0,2.1953125,1.5125000000000002,275.0,275.0,7.8,7.3,124.69047619047619,69.0,83.71428571428571,51.0
2004-06-04,1:00:00,2.2546875,275.0,5.7,118.64285714285714,82.28571428571428,21.2,47.6,1.1799,1.0,4.0,6.0,2.225,1.5421875,275.0,275.0,8.5,6.9,121.66666666666667,63.0,83.0,49.0
2004-06-04,2:00:00,2.284375,275.0,4.5,115.61904761904762,81.57142857142857,21.0,50.1,1.2338,2.0,4.0,6.0,2.2546875,1.5718750000000001,275.0,275.0,5.7,4.6,118.64285714285714,31.0,82.28571428571428,36.0
2004-06-04,3:00:00,2.3140625000000004,275.0,5.6,112.5952380952381,80.85714285714286,20.1,53.1,1.2342,3.0,4.0,6.0,2.284375,1.6015625,275.0,275.0,4.5,1.3,115.61904761904762,24.0,81.57142857142857,30.0
2004-06-04,4:00:00,2.34375,275.0,4.6,109.57142857142857,80.14285714285714,19.0,54.0,1.1745,4.0,4.0,6.0,2.3140625000000004,1.63125,275.0,275.0,5.6,1.7,112.5952380952381,17.0,80.85714285714286,24.0
2004-06-04,5:00:00,2.3734375,275.0,1.2,106.54761904761905,79.42857142857143,19.2,51.1,1.124,5.0,4.0,6.0,2.34375,1.6609375000000002,275.0,275.0,4.6,3.2,109.57142857142857,61.0,80.14285714285714,58.0
2004-06-04,6:00:00,2.403125,275.0,3.4,103.52380952380952,78.71428571428571,19.2,53.1,1.1662,6.0,4.0,6.0,2.3734375,1.6906250000000003,275.0,275.0,1.2,10.1,106.54761904761905,184.0,79.42857142857143,73.0
2004-06-04,7:00:00,2.4328125000000003,275.0,17.0,100.5,78.0,20.6,49.0,1.1748,7.0,4.0,6.0,2.403125,1.7203125000000001,275.0,275.0,3.4,19.9,103.52380952380952,248.0,78.71428571428571,74.0
2004-06-04,8:00:00,2.4625000000000004,275.0,10.0,97.47619047619048,77.28571428571428,21.8,41.9,1.077,8.0,4.0,6.0,2.4328125000000003,1.75,275.0,275.0,17.0,20.2,100.5,220.0,78.0,97.0
2004-06-04,9:00:00,2.4921875,275.0,6.0,94.45238095238095,76.57142857142857,22.8,37.6,1.0315,9.0,4.0,6.0,2.4625000000000004,1.7796875,275.0,275.0,10.0,20.8,97.47619047619048,243.0,77.28571428571428,108.0
2004-06-04,10:00:00,2.521875,275.0,5.7,91.42857142857143,75.85714285714286,24.8,31.3,0.9646,10.0,4.0,6.0,2.4921875,1.8093750000000002,275.0,275.0,6.0,15.1,94.45238095238095,164.0,76.57142857142857,93.0
2004-06-04,11:00:00,2.5515625,275.0,6.9,88.40476190476191,75.14285714285714,26.0,29.4,0.976,11.0,4.0,6.0,2.521875,1.8390625,275.0,275.0,5.7,10.9,91.42857142857143,160.97619047619048,75.85714285714286,92.28571428571429
2004-06-04,12:00:00,2.5812500000000003,275.0,9.5,85.38095238095238,74.42857142857143,27.0,27.8,0.9731,12.0,4.0,6.0,2.5515625,1.8687500000000001,275.0,275.0,6.9,11.1,88.40476190476191,157.95238095238096,75.14285714285714,91.57142857142857
2004-06-04,13:00:00,2.6109375000000004,275.0,11.1,82.35714285714286,73.71428571428572,27.0,29.3,1.0277,13.0,4.0,6.0,2.5812500000000003,1.8984375000000002,275.0,275.0,9.5,12.1,85.38095238095238,154.92857142857142,74.42857142857143,90.85714285714286
2004-06-04,14:00:00,2.640625,275.0,8.1,79.33333333333334,73.0,27.0,29.6,1.0419,14.0,4.0,6.0,2.6109375000000004,1.928125,275.0,275.0,11.1,8.6,82.35714285714286,151.9047619047619,73.71428571428572,90.14285714285714
2004-06-04,15:00:00,2.6703125,275.0,10.2,76.30952380952381,72.28571428571428,25.8,32.6,1.072,15.0,4.0,6.0,2.640625,1.9578125000000002,275.0,275.0,8.1,9.7,79.33333333333334,148.88095238095238,73.0,89.42857142857143
2004-06-04,16:00:00,2.7,275.0,13.3,73.28571428571429,71.57142857142857,26.2,32.6,1.0892,16.0,4.0,6.0,2.6703125,1.9875,275.0,275.0,10.2,11.0,76.30952380952381,145.85714285714286,72.28571428571428,88.71428571428571
2004-06-04,17:00:00,3.6,275.0,16.6,70.26190476190476,70.85714285714286,28.3,27.5,1.0418,17.0,4.0,6.0,2.7,2.0171875000000004,275.0,275.0,13.3,16.6,73.28571428571429,142.83333333333334,71.57142857142857,88.0
2004-06-04,18:00:00,3.3,275.0,16.9,67.23809523809524,70.14285714285714,26.5,29.7,1.0123,18.0,4.0,6.0,3.6,2.046875,275.0,275.0,16.6,14.7,70.26190476190476,139.8095238095238,70.85714285714286,87.28571428571429
2004-06-04,19:00:00,3.6,275.0,17.5,64.21428571428572,69.42857142857143,25.7,31.8,1.0317,19.0,4.0,6.0,3.3,2.0765625,275.0,275.0,16.9,19.5,67.23809523809524,136.78571428571428,70.14285714285714,86.57142857142857
2004-06-04,20:00:00,2.9,275.0,13.1,61.19047619047619,68.71428571428572,24.4,35.2,1.0632,20.0,4.0,6.0,3.6,2.10625,275.0,275.0,17.5,14.5,64.21428571428572,133.76190476190476,69.42857142857143,85.85714285714286
2004-06-04,21:00:00,1.9,275.0,9.2,58.16666666666667,68.0,23.5,36.9,1.0518,21.0,4.0,6.0,2.9,2.1359375,275.0,275.0,13.1,7.8,61.19047619047619,130.73809523809524,68.71428571428572,85.14285714285714
2004-06-04,22:00:00,2.0,275.0,10.0,55.14285714285714,67.28571428571428,22.4,41.0,1.1006,22.0,4.0,6.0,1.9,2.1656250000000004,275.0,275.0,9.2,7.8,58.16666666666667,127.71428571428572,68.0,84.42857142857143
2004-06-04,23:00:00,2.9,275.0,13.1,52.11904761904762,66.57142857142857,21.7,44.7,1.1451,23.0,4.0,6.0,2.0,2.1953125,275.0,275.0,10.0,7.8,55.14285714285714,124.69047619047619,67.28571428571428,83.71428571428571
2004-06-05,0:00:00,2.7,275.0,12.9,49.0952380952381,65.85714285714286,21.1,48.1,1.1864,0.0,5.0,6.0,2.9,2.225,275.0,275.0,13.1,8.5,52.11904761904762,121.66666666666667,66.57142857142857,83.0
2004-06-05,1:00:00,1.5,275.0,7.8,46.07142857142857,65.14285714285714,20.7,50.0,1.203,1.0,5.0,6.0,2.7,2.2546875,275.0,275.0,12.9,5.7,49.0952380952381,118.64285714285714,65.85714285714286,82.28571428571428
2004-06-05,2:00:00,1.6,275.0,9.2,43.04761904761905,64.42857142857143,19.8,53.1,1.2093,2.0,5.0,6.0,1.5,2.284375,275.0,275.0,7.8,4.5,46.07142857142857,115.61904761904762,65.14285714285714,81.57142857142857
2004-06-05,3:00:00,1.3,275.0,6.9,40.02380952380953,63.714285714285715,19.8,53.6,1.2214,3.0,5.0,6.0,1.6,2.3140625000000004,275.0,275.0,9.2,5.6,43.04761904761905,112.5952380952381,64.42857142857143,80.85714285714286
2004-06-05,4:00:00,0.7,275.0,4.5,37.0,63.0,19.6,54.8,1.236,4.0,5.0,6.0,1.3,2.34375,275.0,275.0,6.9,4.6,40.02380952380953,109.57142857142857,63.714285714285715,80.14285714285714
2004-06-05,5:00:00,0.7,275.0,4.9,57.0,71.0,19.3,57.3,1.265,5.0,5.0,6.0,0.7,2.3734375,275.0,275.0,4.5,1.2,37.0,106.54761904761905,63.0,79.42857142857143
2004-06-05,6:00:00,1.2,275.0,7.9,131.0,91.0,19.7,58.4,1.3254,6.0,5.0,6.0,0.7,2.403125,275.0,275.0,4.9,3.4,57.0,103.52380952380952,71.0,78.71428571428571
2004-06-05,7:00:00,1.5,275.0,7.4,171.0,95.0,19.8,59.4,1.3554,7.0,5.0,6.0,1.2,2.4328125000000003,275.0,275.0,7.9,17.0,131.0,100.5,91.0,78.0
2004-06-05,8:00:00,1.5,275.0,8.0,187.0,96.0,20.9,54.8,1.3387,8.0,5.0,6.0,1.5,2.4625000000000004,275.0,275.0,7.4,10.0,171.0,97.47619047619048,95.0,77.28571428571428
2004-06-05,9:00:00,1.6,275.0,7.6,133.0,81.0,22.4,47.9,1.2817,9.0,5.0,6.0,1.5,2.4921875,275.0,275.0,8.0,6.0,187.0,94.45238095238095,96.0,76.57142857142857
2004-06-05,10:00:00,1.1,275.0,5.3,87.0,68.0,24.1,41.3,1.2202,10.0,5.0,6.0,1.6,2.521875,275.0,275.0,7.6,5.7,133.0,91.42857142857143,81.0,75.85714285714286
2004-06-05,11:00:00,1.1,275.0,5.3,61.0,57.0,25.9,36.9,1.2133,11.0,5.0,6.0,1.1,2.5515625,275.0,275.0,5.3,6.9,87.0,88.40476190476191,68.0,75.14285714285714
2004-06-05,12:00:00,1.4,275.0,8.0,86.0,68.0,30.7,26.0,1.1287,12.0,5.0,6.0,1.1,2.5812500000000003,275.0,275.0,5.3,9.5,61.0,85.38095238095238,57.0,74.42857142857143
2004-06-05,13:00:00,1.4,275.0,8.4,83.0,72.0,30.3,25.2,1.0652,13.0,5.0,6.0,1.4,2.6109375000000004,275.0,275.0,8.0,11.1,86.0,82.35714285714286,68.0,73.71428571428572
2004-06-05,14:00:00,1.0,275.0,6.0,61.0,62.0,30.1,25.4,1.0641,14.0,5.0,6.0,1.4,2.640625,275.0,275.0,8.4,8.1,83.0,79.33333333333334,72.0,73.0
2004-06-05,15:00:00,1.3,275.0,7.3,80.0,75.0,27.6,35.1,1.2764,15.0,5.0,6.0,1.0,2.6703125,275.0,275.0,6.0,10.2,61.0,76.30952380952381,62.0,72.28571428571428
2004-06-05,16:00:00,1.9,275.0,10.2,110.0,92.0,26.6,47.6,1.6315,16.0,5.0,6.0,1.3,2.7,275.0,275.0,7.3,13.3,80.0,73.28571428571429,75.0,71.57142857142857
2004-06-05,17:00:00,1.7,275.0,9.0,108.0,89.0,30.4,31.3,1.3331,17.0,5.0,6.0,1.9,3.6,275.0,275.0,10.2,16.6,110.0,70.26190476190476,92.0,70.85714285714286
2004-06-05,18:00:00,2.3,275.0,14.0,134.0,105.0,27.8,35.0,1.282,18.0,5.0,6.0,1.7,3.3,275.0,275.0,9.0,16.9,108.0,67.23809523809524,89.0,70.14285714285714
2004-06-05,19:00:00,2.4,275.0,16.1,133.0,111.0,26.6,37.9,1.2994,19.0,5.0,6.0,2.3,3.6,275.0,275.0,14.0,17.5,134.0,64.21428571428572,105.0,69.42857142857143
2004-06-05,20:00:00,1.8,275.0,8.2,118.0,102.0,23.4,44.4,1.2646,20.0,5.0,6.0,2.4,2.9,275.0,275.0,16.1,13.1,133.0,61.19047619047619,111.0,68.71428571428572
2004-06-05,21:00:00,0.6,275.0,3.8,17.0,30.0,23.0,51.1,1.4175,21.0,5.0,6.0,1.8,1.9,275.0,275.0,8.2,9.2,118.0,58.16666666666667,102.0,68.0
2004-06-05,22:00:00,0.8,275.0,5.6,26.0,43.0,22.1,53.5,1.4087,22.0,5.0,6.0,0.6,2.0,275.0,275.0,3.8,10.0,17.0,55.14285714285714,30.0,67.28571428571428
2004-06-05,23:00:00,1.7,275.0,8.0,55.0,67.0,21.6,53.6,1.3674,23.0,5.0,6.0,0.8,2.9,275.0,275.0,5.6,13.1,26.0,52.11904761904762,43.0,66.57142857142857
2004-06-06,0:00:00,1.1,275.0,5.6,39.0,58.0,21.9,52.7,1.365,0.0,6.0,6.0,1.7,2.7,275.0,275.0,8.0,12.9,55.0,49.0952380952381,67.0,65.85714285714286
2004-06-06,1:00:00,0.6,275.0,3.8,15.0,24.0,21.3,54.9,1.3707,1.0,6.0,6.0,1.1,1.5,275.0,275.0,5.6,7.8,39.0,46.07142857142857,58.0,65.14285714285714
2004-06-06,2:00:00,1.1,275.0,6.6,47.0,58.0,17.5,79.1,1.5709,2.0,6.0,6.0,0.6,1.6,275.0,275.0,3.8,9.2,15.0,43.04761904761905,24.0,64.42857142857143
2004-06-06,3:00:00,1.1,275.0,7.0,48.0,60.0,17.6,78.6,1.5722,3.0,6.0,6.0,1.1,1.3,275.0,275.0,6.6,6.9,47.0,40.02380952380953,58.0,63.714285714285715
2004-06-06,4:00:00,1.0,275.0,5.2,49.0,62.0,17.1,81.8,1.5816,4.0,6.0,6.0,1.1,0.7,275.0,275.0,7.0,4.5,48.0,37.0,60.0,63.0
2004-06-06,5:00:00,0.5,275.0,2.4,21.0,34.0,16.6,80.2,1.5002,5.0,6.0,6.0,1.0,0.7,275.0,275.0,5.2,4.9,49.0,57.0,62.0,71.0
2004-06-06,6:00:00,0.7,275.0,3.1,33.0,46.0,16.8,77.4,1.4739,6.0,6.0,6.0,0.5,1.2,275.0,275.0,2.4,7.9,21.0,131.0,34.0,91.0
